,x [nm],y [nm],n_match,C1_id,C2_id,C3_id,C4_id,C1_posX,C1_posY,C2_posX,C2_posY,C3_posX,C3_posY,C4_posX,C4_posY,C1_sigma,C2_sigma,C3_sigma,C4_sigma,C1_int,C2_int,C3_int,C4_int
607,101895.58520634088,95408.41533526199,2,,7291,,5993,,,101870.48466838208,95374.37142048813,,,101920.68574429968,95442.45925003586,,139.70073837361633,,401.2358274904258,,11138.821333942456,,151228.88035363096
608,92516.64154805639,77921.80159572391,2,1730,,9174,,92524.41179342188,77917.81161392975,,,92508.8713026909,77925.79157751807,,,119.05953338104064,,171.9922607775426,,8367.34699660457,,107624.68258015334,
609,21386.684824258264,68465.55044193538,2,,,1864,715,,,,,21454.14441128572,68441.42346118794,21319.22523723081,68489.67742268283,,,93.8406256964025,58.51411925692479,,,9431.119251453498,1038.8217650429146
610,100611.05884977586,73224.7944417288,2,,7217,9851,,,,100638.00915512748,73248.42577267687,100584.10854442423,73201.16311078072,,,,163.6398708173868,207.75239640275308,,,43074.1021546063,94823.1228475347,
611,61701.80239988073,23332.372229330194,2,,4485,6081,,,,61660.05863651731,23331.865974368964,61743.54616324415,23332.878484291425,,,,96.6786132697071,166.255511023036,,,39985.17353092334,83492.3573971549,
612,101950.13090084103,62048.68338815229,2,1848,,9978,,101975.6638961886,62050.6921704753,,,101924.59790549346,62046.67460582928,,,153.70842093600646,,118.61360752501048,,20117.67876158853,,48055.80813879538,
613,91400.67648311373,8329.213095898676,2,1722,,,5243,91439.05754376017,8322.47642420598,,,,,91362.29542246729,8335.949767591374,81.08556925123833,,,75.1992973286273,5771.781512814227,,,916.9229296780724
614,16312.37560799715,51553.47214247522,2,,1102,1363,,,,16305.822122281104,51499.20717335242,16318.929093713195,51607.73711159803,,,,133.68718991499804,104.27624319262736,,,9871.353433966076,13605.706927915911,
615,113932.71621472691,56424.01132378981,2,,,10906,6833,,,,,113921.0839311906,56396.471212201366,113944.34849826322,56451.55143537826,,,113.36207513286097,127.21319134289872,,,61511.533500671794,7031.047357791986
616,113980.64209690336,29920.345842112532,2,,,10910,6832,,,,,114023.63019011477,29879.209663445105,113937.65400369196,29961.48202077996,,,115.05430157309162,2.141352574979309,,,28821.03237863137,440.2922264636069
617,67105.29852925759,124757.74386554724,2,1315,,6675,,67124.30538896123,124741.47831612005,,,67086.29166955393,124774.00941497444,,,126.12841079004384,,132.95543762489692,,15805.175226101956,,28301.544150473685,
618,66165.55022724661,103077.34076176384,2,,4836,6575,,,,66168.72215598126,103023.54287533349,66162.37829851196,103131.1386481942,,,,118.58682965842556,154.56104594648153,,,35828.486948348735,61712.60386764337,
619,42662.461368471224,56639.2742782314,2,,3041,3995,,,,42690.37600224509,56692.40851242236,42634.54673469735,56586.14004404044,,,,135.00136800384422,104.11598746101689,,,24134.243265798086,75545.84738891796,
620,96214.03817691453,75898.50728641858,2,,6976,9483,,,,96245.0171600058,75931.19200246556,96183.05919382328,75865.8225703716,,,,113.05772966224144,108.78373241285222,,,7757.393425677539,23314.593636556536,
621,131568.24540149642,57895.65742549606,2,,8611,,7936,,,131583.10756605509,57916.52849546881,,,131553.38323693778,57874.7863555233,,189.34856249739548,,158.88966940799477,,41508.98455331652,,5437.355367467655
622,66169.00307549292,41807.578865166746,2,,4840,,3406,,,66210.37565773042,41824.21528864083,,,66127.63049325542,41790.94244169266,,90.62338384147112,,160.35684507636103,,56686.97750185639,,14732.07289221539
623,71977.85669856312,71335.42123480274,2,1399,,,3787,72035.72242683396,71378.21436231709,,,,,71919.99097029229,71292.62810728839,107.32034567109277,,,159.4274494677452,4569.550297101495,,,11076.782570549378
624,123677.10797426358,25446.50373056611,2,,8325,11578,,,,123680.02149059038,25456.619645179955,123674.19445793676,25436.387815952265,,,,88.301071402809,110.24953973310797,,,5221.649242872106,58469.70401411823,
625,79285.72855163622,27530.775055706657,2,,,7932,4343,,,,,79263.95907805352,27549.206008715515,79307.4980252189,27512.3441026978,,,104.64294125949142,118.53237537904664,,,38492.03425381558,6149.016581335242
626,75841.12832171867,85064.75413655187,2,,,7585,4086,,,,,75791.75127522,85081.2642041601,75890.50536821735,85048.24406894365,,,111.91922376901778,126.31983888223904,,,30118.785707798288,10141.110798869951
627,96113.75001827902,22364.728393207944,2,,6965,9476,,,,96111.58771435852,22421.88279245199,96115.91232219953,22307.5739939639,,,,160.83055215800192,110.04723992396768,,,42947.073851549925,32546.184433132,
628,96088.41030935859,5792.142244693836,2,,6964,9467,,,,96114.5024407676,5824.339254426787,96062.31817794956,5759.945234960885,,,,104.30063980595314,106.12892907361729,,,47320.21600927108,90059.44488162584,
629,18671.68804318052,109445.29013508455,2,,,1594,622,,,,,18683.554066514323,109475.25753477294,18659.82201984671,109415.32273539616,,,102.3883830362958,77.7251397001093,,,26495.638284544184,1477.5552492690276
630,71242.14035636009,22487.254378487243,2,1386,,,3736,71237.12587568897,22491.224106820144,,,,,71247.1548370312,22483.284650154343,13.342094096746411,,,16.37834671038732,736.1317846137506,,,834.4444000013664
631,18596.39595442044,72341.79070404542,2,,,1593,611,,,,,18643.686106861307,72285.36297141295,18549.10580197957,72398.2184366779,,,106.86036430914312,158.75832903664033,,,38702.3616264563,14932.463636201266
632,66378.90362121578,85830.97442068574,2,,4854,6598,,,,66346.20317189662,85773.08808860529,66411.60407053493,85888.8607527662,,,,98.40883126441756,119.7248659477609,,,10508.223490256729,11600.17802773124,
633,71128.04024250124,43061.561907688,2,1383,5221,,,71087.31194029933,43119.91448380741,71168.76854470315,43003.20933156859,,,,,261.6549058124823,101.35051608171914,,,349182.6258741263,91158.50220530853,,
634,20520.568446972353,89896.28074982867,2,,1389,,687,,,20529.743725800057,89928.49449264354,,,20511.39316814465,89864.06700701381,,101.4496129096801,,108.51459542418644,,21773.097897213447,,3236.927088107573
635,123495.23134193462,18473.79912663478,2,,8317,,7473,,,123477.36172843276,18422.100106727543,,,123513.10095543646,18525.49814654202,,116.10071354111828,,114.76655667506412,,18679.02379919929,,3885.205006385502
636,60922.66802837829,39461.15186305808,2,,,5988,3024,,,,,60921.60807315534,39512.21675710708,60923.727983601246,39410.08696900909,,,122.34683907813928,109.78367845263976,,,102467.62389585824,6342.713335706112
